Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
6baf51c9-90df-4092-8d78-6149353ef60e,"When I have some tasks to do, I'd just ask AI before even thinking about the first step",Neutral,Reduced independent thinking/overreliance,,,,,,,,,
c408dfce-cefd-4b96-a173-aeefb992e008,"When i need ideas for any topic i ask AI,f.e. receipes for dinner, sightseeing plans, destinations for holidays regarding the month ot the program",Neutral,Brainstorming and creativity support,E-commerce/travel planning and comparisons,Personal decision-making and recommendations,,,,,,,
c1114f8b-15d0-48a4-b914-3b7adbf1c132,"When it comes to write code or Excel’s formula, I just have to state my intentions and let AI create the logic. So basically I think more high-level and had to supervise what the AI resulted.",Neutral,Coding assistance and debugging,,,,,,,,,
e8d977ac-58f8-4572-9358-9f0c095fde97,"When researching something, it is now possible to do so accurately not only from text but also from images and audio.",Positive,Research acceleration and information synthesis,,,,,,,,,
0c2c7dcd-3a7e-4703-9a67-84f02003f441,Whenever I google something the first thing I see now is an AI overview,Neutral,Increased exposure to AI-generated content,Using AI instead of traditional web search,,,,,,,,
b1228764-2838-42fe-9c1d-650e40b1c2db,"Whenever I talk to customer service on any app or website, there’s always an AI and almost always the human agents are busy",Neutral,Customer service/chatbots replacing humans,,,,,,,,,
723a3aaa-b816-4319-81bc-6568719f0190,"Whenever i have a minor inconvenience, instead of running to actual people i ask ai about the situation. i treat ai like my own best friend. ",Neutral,Emotional support and companionship,,,,,,,,,
84259fb0-4afe-437e-ac68-9f35d0083619,"Whether it's studying, work, or just everyday life, AI can quickly provide answers and suggestions, replacing some search engines.
Tasks like document summarization and data analysis are automated, saving significant time.",Positive,Faster task completion and time savings,Research acceleration and information synthesis,Using AI instead of traditional web search,"Writing help: emails, documents, summaries",,,,,,
cedf760c-0d3e-4593-8601-41795a37f6b8,Which is very useful to consult certain doubts.,Positive,Other,,,,,,,,,
292b7d65-fff5-48e3-83f5-05272449cdb9,"While previously, for any information, I used to search Google or was dependent on asking questions to others, now I use AI for almost everything, for my job and everyday life, like cooking.",Positive,"Learning aid: studying, tutoring, explanations",Other,Using AI instead of traditional web search,,,,,,,
4d5609d2-0633-4c41-92d6-f8ed60c1df4d,"With AI, it has become easier to find information for my daily needs.

AI has become my significant assistant in work (programming).",Positive,Coding assistance and debugging,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,
c0905e4f-9ed4-4f52-8f10-09ba55f1ee3b,"With the help of AI systems, I had done the multiple projects in the field of data science and cyber security for under graduate students and I earned money. So, as a result for the past year , it makes my work much easier and for learning new technology it helped a lot. This is the change I had in the past year.   ",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,"Learning aid: studying, tutoring, explanations",,,,,,,
4cd25b13-21e2-45ca-8f8c-d1b51344027e,"With the help of Ai,it has changed  the way I make  report  at work,by making  the work  easier ",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,"Writing help: emails, documents, summaries",,,,,,,
87cbd172-7f09-455d-9628-762532ea1c75,Work done without any error.,Positive,Quality improvement in communication style,,,,,,,,,
90a373da-b81a-45e8-8e33-eb393019ce9c,"Work emails are more professional and engaging.

Very useful medical information regarding specific medical conditions I'm experiencing in my life or in the lives of people I care about.

Easy access to good image designs for my personal projects.",Positive,"Content creation: images, music, videos",Health and medical advice (non-urgent),Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,
75465610-23f6-4031-b08e-cb02d14ede4a,Work gets completed faster. Efficiency has improved ,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
6b3b30cb-c535-410e-8eb2-c311a30a137c,"Work has become easier, but my communication with my kids has deteriorated",Negative,Improved productivity and efficiency at work,Other,,,,,,,,
9fd72c65-fab5-4add-be42-e2d9692f437c,Work has been more efficient especially many simple tasks that may consume too much of my time. I got to focus on bigger and more important things,Neutral,Automation of routine/repetitive tasks,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
52ea0c47-7ab4-4a40-a9b3-5b9797c0db37,Work is easier and faster than before ,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
3bff5ef8-eec4-4fa3-b35f-5c7394696d1a,"Work is much easier and more convenient. Comprehensiveness and reliability are greatly improved, and the results are more ideal.",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,Quality improvement in communication style,,,,,,,
b5c4d72e-cf48-4e79-a8f5-b34a6e49a38b,Work is taking lesser time,Neutral,Faster task completion and time savings,,,,,,,,,
0ea07fad-e4bf-4b6b-93ab-e9175c17794e,"Work made faster and easier, like searching for information, writing emails or translating languages.",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,Research acceleration and information synthesis,Translation and language support,"Writing help: emails, documents, summaries",,,,,
9cbc1fe5-92fc-4356-bca5-6d7ca25bc0da,Work seemed to get easier and faster compared before,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
2e4cc24d-b578-476f-84e9-baf63a8993b4,"Work, spend much less time because of artificial intelligence",Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
2a0fa7cf-56cf-4948-80cf-4ce951f04af2,Workflow has been sped up and a lot more work gets done quicker.,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
da54ba6e-f0cb-40a3-8102-b5c70a6d4176,Working and learning has become easier.,Positive,Improved productivity and efficiency at work,,,,,,,,,
fa4762c6-2ac2-4945-98ed-2acb77a97a53,Write the article by using AI program. ,Neutral,"Writing help: emails, documents, summaries",,,,,,,,,
c11a12d2-13b7-49d1-adda-46eeaf0dddcc,Write the emails or messages I publish on social media about my work much more efficiently and effectively.,Neutral,Improved productivity and efficiency at work,Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,,
e3eb209f-c0e7-4e13-9846-38c1e71885a3,"Writing anything, reports, summaries, emails or job letters have all become much easier and more efficient. My happiness has increased due to being able to seek psychological advice from AI. I also became less of a hypochondriac because I could get prior advice from AI before having to google or call up a health clinic. All in all, a lot has become easier but also, privacy issues have increased and scam calling from AI generated prompts on phones has also increased.",Neutral,Emotional support and companionship,Health and medical advice (non-urgent),Increased exposure to AI-generated content,Privacy and security concerns,"Writing help: emails, documents, summaries",,,,,
2fc44404-0290-4796-890f-3e02316facd3,"Yes, there is a lot of change happened in the daily life as a result of AI as there is a lot of dependency on the AI systems that we have seen for example recipes to doing the office work related to coding everything has been influenced. ",Neutral,Coding assistance and debugging,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
